0,1,2
-0.198527,0.980095,6.12E-17
0.399064,-0.916923,6.12E-17
-0.796289,-0.604916,6.12E-17
0.963243,0.0501928,-0.263901
0.733982,-0.505868,0.453174
0.599258,0.659941,0.453174
0.63327,-0.627377,0.453174
-0.379716,-0.691834,-0.614151
-0.816086,0.0199561,0.577586
0.618121,-0.533218,0.577586
0.218664,-0.389238,0.894807
-0.443296,0.052995,0.894807
-0.320018,-0.176462,0.930833
-0.232207,-0.282188,0.930833
0.735091,-0.670656,-0.0993081
-0.776357,0.546349,-0.314283
-0.870117,0.379636,-0.314283
0.976339,0.151822,0.153986
0.932837,0.325736,0.153986
0.585982,-0.795559,0.153986
0.88244,0.466266,-0.0624231
-0.971787,0.227448,-0.0624231
0.0513149,-0.99673,-0.0624231
0.296034,-0.947183,-0.123318
0.930725,-0.34587,0.118845
-0.207026,-0.364745,-0.9078
-0.494842,0.403115,-0.769825
0.342379,0.538653,-0.769825
-0.242051,-0.907551,-0.343166
-0.323786,-0.667839,0.670189
0.359277,0.32035,-0.876525
0.760352,-0.526628,0.380169
0.846293,0.0677335,-0.528394
-0.511139,-0.677891,-0.528394
0.673032,-0.357767,0.647326
-0.656817,-0.703021,-0.272676
-0.778653,-0.565109,-0.272676
-0.98996,-0.1332,0.0472975
-0.65491,0.301274,-0.693056
0.608352,0.782666,0.131687
0.108589,0.711111,-0.694644
-0.143614,0.941082,-0.306171
-0.733446,0.0953233,-0.673031
0.375639,-0.89891,-0.225511
-0.451724,0.0775812,0.888778
0.925165,-0.299653,0.232977
-0.483136,-0.873896,-0.053713
0.231241,-0.664577,-0.710539
0.401941,-0.307841,0.862367
-0.984958,0.170912,0.0254525
0.724866,-0.360275,-0.587172
0.625761,0.51347,-0.587172
-0.8091,0.0242103,-0.587172
0.292767,0.768031,-0.569575
-0.773434,-0.591188,0.228686
0.85629,0.46311,0.228686
0.669626,-0.706614,0.228686
0.878063,0.420367,0.228686
-0.175488,0.537675,0.824687
-0.202666,0.504029,-0.839572
-0.419939,-0.209875,0.882952
-0.660635,-0.346318,-0.666052
-0.599886,0.482215,0.63844
0.506879,0.670501,-0.541759
0.595834,-0.482448,-0.642049
0.106841,0.36147,0.926242
-0.495974,-0.0187446,-0.868135
0.344833,0.937142,-0.0534258
0.654342,-0.720464,0.229712
-0.890399,-0.392965,0.229712
0.979437,-0.129109,-0.155028
0.832087,0.547505,0.088713
0.0994812,0.451595,-0.886659
-0.436979,-0.888903,0.137482
0.979699,0.145905,0.137482
-0.534536,-0.498207,-0.682687
-0.18718,-0.546373,0.816358
0.0974895,0.473354,-0.875461
-0.949822,-0.312779,-0.00282836
0.241172,0.970478,-0.00282836
0.751085,-0.620292,-0.226071
0.952969,-0.286696,-0.0982587
0.989023,-0.110356,-0.0982587
0.365236,-0.800511,-0.475168
0.378682,-0.288074,-0.879553
0.142981,-0.453809,-0.879553
-0.834042,-0.015835,0.551473
-0.726458,-0.29093,0.62259
-0.12354,0.772735,0.62259
0.0872635,0.777668,0.62259
0.415625,-0.855175,-0.309728
0.0411034,0.711946,0.70103
0.185095,-0.688692,0.70103
-0.0898417,0.70745,0.70103
0.479078,0.384576,0.789041
0.985914,0.0170164,-0.166384
-0.519905,-0.837864,-0.166384
0.46435,0.526692,-0.712022
0.875053,-0.464511,-0.136057
0.725269,0.659531,0.197493
0.673428,-0.460713,-0.578134
0.100717,-0.975098,0.197587
-0.918084,0.313786,-0.242197
0.886227,-0.244711,-0.393342
0.990702,0.135428,-0.0129909
0.652662,0.757538,-0.0129909
-0.139184,-0.544437,0.827174
-0.179931,-0.532361,0.827174
0.945823,0.296057,0.133302
-0.0521899,-0.9897,0.133302
-0.687897,-0.713462,0.133302
-0.211165,0.0314279,-0.976945
0.282664,-0.160491,-0.945698
0.0340496,0.654044,0.75569
-0.931196,-0.237154,0.276824
-0.302718,-0.868924,-0.391579
-0.899819,-0.409139,0.151428
0.936004,0.179946,-0.302518
-0.902008,0.308002,-0.302518
-0.525353,0.760301,-0.38203
-0.937596,-0.280798,-0.205101
0.939644,0.273868,-0.205101
-0.76215,-0.624041,-0.172337
-0.160684,0.672144,0.722775
0.942183,0.0888793,-0.323098
